hand_id,timestamp,command,pot,call,eq,rf,pos,reqeq,callev,decision,note
20260301214132,2026-03-01T21:41:32,reqeq,29.4,10.2,,,,0.25757575757575757,,,
20260302111859,2026-03-02T11:18:59,raiseev,10.0,3.0,12.0,0.4,,0.36,0.8,,,3.4384,RAISE,BBvBTN flop XR sim
